Date,adj_close,return,rv_sq_smooth,real_vol,year,month,day,NFCI,week_id,vix,year_month,rv.month,quarter,year_quarter,rv_quarter
1970-01-02,93.0,1.0158976489123006,11.850873093364998,NA,1970.0,1.0,2,NA,NA,NA,197001.0,11.273065024049247,1,197001.0,31.343534566413414
1970-01-05,93.459999,0.49340334192589097,11.718142906885078,NA,1970.0,1.0,5,NA,NA,NA,197001.0,11.273065024049247,1,197001.0,31.343534566413414
1970-01-06,92.82,-0.6871392759485673,11.012648980706484,NA,1970.0,1.0,6,NA,NA,NA,197001.0,11.273065024049247,1,197001.0,31.343534566413414
1970-01-07,92.629997,-0.20491029340092837,10.947844046411438,NA,1970.0,1.0,7,NA,NA,NA,197001.0,11.273065024049247,1,197001.0,31.343534566413414
1970-01-08,92.68,0.05396686851550925,10.893376760790828,NA,1970.0,1.0,8,NA,NA,NA,197001.0,11.273065024049247,1,197001.0,31.343534566413414
1970-01-09,92.400002,-0.3025699271515414,10.034331711990179,NA,1970.0,1.0,9,NA,NA,NA,197001.0,11.273065024049247,1,197001.0,31.343534566413414
1970-01-12,91.699997,-0.7604653745617362,10.510402065574505,NA,1970.0,1.0,12,NA,NA,NA,197001.0,11.273065024049247,1,197001.0,31.343534566413414
1970-01-13,91.919998,0.23962652354070357,10.561842195529167,NA,1970.0,1.0,13,NA,NA,NA,197001.0,11.273065024049247,1,197001.0,31.343534566413414
1970-01-14,91.650002,-0.29416156745867283,10.646420266932424,NA,1970.0,1.0,14,NA,NA,NA,197001.0,11.273065024049247,1,197001.0,31.343534566413414
1970-01-15,91.68,0.032725685856682674,10.545180686433243,NA,1970.0,1.0,15,NA,NA,NA,197001.0,11.273065024049247,1,197001.0,31.343534566413414
1970-01-16,90.919998,-0.8324275979447293,11.149453193543348,NA,1970.0,1.0,16,NA,NA,NA,197001.0,11.273065024049247,1,197001.0,31.343534566413414
1970-01-19,89.650002,-1.4066754626861133,12.30044714176182,NA,1970.0,1.0,19,NA,NA,NA,197001.0,11.273065024049247,1,197001.0,31.343534566413414
1970-01-20,89.830002,0.20057951452709943,12.002802744819366,NA,1970.0,1.0,20,NA,NA,NA,197001.0,11.273065024049247,1,197001.0,31.343534566413414
1970-01-21,89.949997,0.13349095392873878,9.560873468425198,NA,1970.0,1.0,21,NA,NA,NA,197001.0,11.273065024049247,1,197001.0,31.343534566413414
1970-01-22,90.040001,0.1000100100027268,8.854819332217449,NA,1970.0,1.0,22,NA,NA,NA,197001.0,11.273065024049247,1,197001.0,31.343534566413414
1970-01-23,89.370003,-0.746893818309502,8.639476052770275,NA,1970.0,1.0,23,NA,NA,NA,197001.0,11.273065024049247,1,197001.0,31.343534566413414
1970-01-26,88.169998,-1.3518342546128714,10.317049805591685,NA,1970.0,1.0,26,NA,NA,NA,197001.0,11.273065024049247,1,197001.0,31.343534566413414
1970-01-27,87.620003,-0.6257429790973212,9.611646237545767,NA,1970.0,1.0,27,NA,NA,NA,197001.0,11.273065024049247,1,197001.0,31.343534566413414
1970-01-28,86.790001,-0.9517897446292167,9.915897820811121,NA,1970.0,1.0,28,NA,NA,NA,197001.0,11.273065024049247,1,197001.0,31.343534566413414
1970-01-29,85.690002,-1.2755263157243846,11.054375174382098,NA,1970.0,1.0,29,NA,NA,NA,197001.0,11.273065024049247,1,197001.0,31.343534566413414
1970-01-30,85.019997,-0.7849668376145758,11.523992564599435,NA,1970.0,1.0,30,NA,NA,NA,197001.0,11.273065024049247,1,197001.0,31.343534566413414
1970-02-02,85.75,0.8549598401221381,12.00402135227092,NA,1970.0,2.0,2,NA,NA,NA,197002.0,10.50584944530013,1,197001.0,31.343534566413414
1970-02-03,86.769997,1.1824819185187074,12.370236806829062,NA,1970.0,2.0,3,NA,NA,NA,197002.0,10.50584944530013,1,197001.0,31.343534566413414
1970-02-04,86.239998,-0.6126821261644544,12.502169336726821,NA,1970.0,2.0,4,NA,NA,NA,197002.0,10.50584944530013,1,197001.0,31.343534566413414
1970-02-05,85.900002,-0.3950231696495443,12.186052256735673,NA,1970.0,2.0,5,NA,NA,NA,197002.0,10.50584944530013,1,197001.0,31.343534566413414
1970-02-06,86.330002,0.49933331412521653,12.39339778698929,NA,1970.0,2.0,6,NA,NA,NA,197002.0,10.50584944530013,1,197001.0,31.343534566413414
1970-02-09,87.010002,0.7845892149447309,13.00606560029951,NA,1970.0,2.0,9,NA,NA,NA,197002.0,10.50584944530013,1,197001.0,31.343534566413414
1970-02-10,86.099998,-1.051368935891528,14.019893678840704,NA,1970.0,2.0,10,NA,NA,NA,197002.0,10.50584944530013,1,197001.0,31.343534566413414
1970-02-11,86.940002,0.9708860360135851,14.384205787859555,NA,1970.0,2.0,11,NA,NA,NA,197002.0,10.50584944530013,1,197001.0,31.343534566413414
1970-02-12,86.730003,-0.24183692785459954,14.385270016749502,NA,1970.0,2.0,12,NA,NA,NA,197002.0,10.50584944530013,1,197001.0,31.343534566413414
1970-02-13,86.540001,-0.21931329343818362,14.346837309658461,NA,1970.0,2.0,13,NA,NA,NA,197002.0,10.50584944530013,1,197001.0,31.343534566413414
1970-02-16,86.470001,-0.08092018150458458,14.352314414918405,NA,1970.0,2.0,16,NA,NA,NA,197002.0,10.50584944530013,1,197001.0,31.343534566413414
1970-02-17,86.370003,-0.11571165105666026,13.672767895288633,NA,1970.0,2.0,17,NA,NA,NA,197002.0,10.50584944530013,1,197001.0,31.343534566413414
1970-02-18,87.440002,1.2312438714633167,13.209993508981418,NA,1970.0,2.0,18,NA,NA,NA,197002.0,10.50584944530013,1,197001.0,31.343534566413414
1970-02-19,87.760002,0.36529720152902456,13.303203412778428,NA,1970.0,2.0,19,NA,NA,NA,197002.0,10.50584944530013,1,197001.0,31.343534566413414
1970-02-20,88.029999,0.3071815356650909,13.379744073851187,NA,1970.0,2.0,20,NA,NA,NA,197002.0,10.50584944530013,1,197001.0,31.343534566413414
1970-02-24,87.989998,-0.0454505185436993,13.371807821386332,NA,1970.0,2.0,24,NA,NA,NA,197002.0,10.50584944530013,1,197001.0,31.343534566413414
1970-02-25,89.349998,1.533807029393941,15.16652144897565,NA,1970.0,2.0,25,NA,NA,NA,197002.0,10.50584944530013,1,197001.0,31.343534566413414
1970-02-26,88.900002,-0.5049054204506298,13.59399508063134,NA,1970.0,2.0,26,NA,NA,NA,197002.0,10.50584944530013,1,197001.0,31.343534566413414
1970-02-27,89.5,0.6726460263762668,13.654893481541531,NA,1970.0,2.0,27,NA,NA,NA,197002.0,10.50584944530013,1,197001.0,31.343534566413414
1970-03-02,89.709999,0.2343609143353298,12.803914801728274,NA,1970.0,3.0,2,NA,NA,NA,197003.0,9.564620097064036,1,197001.0,31.343534566413414
1970-03-03,90.230003,0.5779764830610823,11.511004234594507,NA,1970.0,3.0,3,NA,NA,NA,197003.0,9.564620097064036,1,197001.0,31.343534566413414
1970-03-04,90.040001,-0.2107972110066747,10.939266762608073,NA,1970.0,3.0,4,NA,NA,NA,197003.0,9.564620097064036,1,197001.0,31.343534566413414
1970-03-05,90.0,-0.04443568144418819,10.21028496417181,NA,1970.0,3.0,5,NA,NA,NA,197003.0,9.564620097064036,1,197001.0,31.343534566413414
1970-03-06,89.440002,-0.6241638562116236,9.201601995949092,NA,1970.0,3.0,6,NA,NA,NA,197003.0,9.564620097064036,1,197001.0,31.343534566413414
1970-03-09,88.510002,-1.045246919104681,9.918763730125523,NA,1970.0,3.0,9,NA,NA,NA,197003.0,9.564620097064036,1,197001.0,31.343534566413414
1970-03-10,88.75,0.2707865778423191,9.836045796305104,NA,1970.0,3.0,10,NA,NA,NA,197003.0,9.564620097064036,1,197001.0,31.343534566413414
1970-03-11,88.690002,-0.06762624167073739,9.591285346272342,NA,1970.0,3.0,11,NA,NA,NA,197003.0,9.564620097064036,1,197001.0,31.343534566413414
1970-03-12,88.330002,-0.4067342539413765,9.141137863394,NA,1970.0,3.0,12,NA,NA,NA,197003.0,9.564620097064036,1,197001.0,31.343534566413414
1970-03-13,87.860001,-0.5335173470027321,8.32040198358915,NA,1970.0,3.0,13,NA,NA,NA,197003.0,9.564620097064036,1,197001.0,31.343534566413414
1970-03-16,86.910004,-1.0871503455385678,8.559678162467605,NA,1970.0,3.0,16,NA,NA,NA,197003.0,9.564620097064036,1,197001.0,31.343534566413414
1970-03-17,87.290001,0.4362773729333469,8.691531008927077,NA,1970.0,3.0,17,NA,NA,NA,197003.0,9.564620097064036,1,197001.0,31.343534566413414
1970-03-18,87.540001,0.28599229827737105,8.725224282922346,NA,1970.0,3.0,18,NA,NA,NA,197003.0,9.564620097064036,1,197001.0,31.343534566413414
1970-03-19,87.419998,-0.137177662899024,8.73749391834605,NA,1970.0,3.0,19,NA,NA,NA,197003.0,9.564620097064036,1,197001.0,31.343534566413414
1970-03-20,87.059998,-0.4126553405619404,8.894389162250082,NA,1970.0,3.0,20,NA,NA,NA,197003.0,9.564620097064036,1,197001.0,31.343534566413414
1970-03-23,86.989998,-0.08043666231882796,7.3848977478791,NA,1970.0,3.0,23,NA,NA,NA,197003.0,9.564620097064036,1,197001.0,31.343534566413414
1970-03-24,87.980003,1.1316403490931215,8.532065582129764,NA,1970.0,3.0,24,NA,NA,NA,197003.0,9.564620097064036,1,197001.0,31.343534566413414
1970-03-25,89.769997,2.014126033062791,12.494408763337455,NA,1970.0,3.0,25,NA,NA,NA,197003.0,9.564620097064036,1,197001.0,31.343534566413414
1970-03-26,89.919998,0.1669553553528047,12.520217104382546,NA,1970.0,3.0,26,NA,NA,NA,197003.0,9.564620097064036,1,197001.0,31.343534566413414
1970-03-30,89.629997,-0.3230312005054081,10.272002257464244,NA,1970.0,3.0,30,NA,NA,NA,197003.0,9.564620097064036,1,197001.0,31.343534566413414
1970-03-31,89.629997,0.0,10.017072773863816,NA,1970.0,3.0,31,NA,NA,NA,197003.0,9.564620097064036,1,197001.0,31.343534566413414
1970-04-01,90.07,0.4897093897318072,9.804435383455536,NA,1970.0,4.0,1,NA,NA,NA,197004.0,16.22842212224567,2,197002.0,123.69488802703464
1970-04-02,89.790001,-0.3113524125836875,9.846450670109126,NA,1970.0,4.0,2,NA,NA,NA,197004.0,16.22842212224567,2,197002.0,123.69488802703464
1970-04-03,89.389999,-0.44648137569867075,9.711739473983245,NA,1970.0,4.0,3,NA,NA,NA,197004.0,16.22842212224567,2,197002.0,123.69488802703464
1970-04-06,88.760002,-0.7072687315762494,10.16753306848053,NA,1970.0,4.0,6,NA,NA,NA,197004.0,16.22842212224567,2,197002.0,123.69488802703464
1970-04-07,88.519997,-0.2707639304863285,10.238871644747526,NA,1970.0,4.0,7,NA,NA,NA,197004.0,16.22842212224567,2,197002.0,123.69488802703464
1970-04-08,88.489998,-0.03389526143671162,9.850440014094424,NA,1970.0,4.0,8,NA,NA,NA,197004.0,16.22842212224567,2,197002.0,123.69488802703464
1970-04-09,88.529999,0.04519376495171201,8.759941368587107,NA,1970.0,4.0,9,NA,NA,NA,197004.0,16.22842212224567,2,197002.0,123.69488802703464
1970-04-10,88.239998,-0.32811140475628164,8.794273091778694,NA,1970.0,4.0,10,NA,NA,NA,197004.0,16.22842212224567,2,197002.0,123.69488802703464
1970-04-13,87.639999,-0.6822848962838357,9.25521246291323,NA,1970.0,4.0,13,NA,NA,NA,197004.0,16.22842212224567,2,197002.0,123.69488802703464
1970-04-14,86.889999,-0.8594563974640756,9.828445008725907,NA,1970.0,4.0,14,NA,NA,NA,197004.0,16.22842212224567,2,197002.0,123.69488802703464
1970-04-15,86.730003,-0.18430600558394516,9.577772952867385,NA,1970.0,4.0,15,NA,NA,NA,197004.0,16.22842212224567,2,197002.0,123.69488802703464
1970-04-16,85.879997,-0.9848941208354667,9.365893508319024,NA,1970.0,4.0,16,NA,NA,NA,197004.0,16.22842212224567,2,197002.0,123.69488802703464
1970-04-17,85.669998,-0.2448255447558445,9.235495109550397,NA,1970.0,4.0,17,NA,NA,NA,197004.0,16.22842212224567,2,197002.0,123.69488802703464
1970-04-20,85.830002,0.18659364014466107,9.18852070141886,NA,1970.0,4.0,20,NA,NA,NA,197004.0,16.22842212224567,2,197002.0,123.69488802703464
1970-04-21,85.379997,-0.525677283922299,9.446039597052346,NA,1970.0,4.0,21,NA,NA,NA,197004.0,16.22842212224567,2,197002.0,123.69488802703464
1970-04-22,84.269997,-1.3085952008377255,10.988176566613582,NA,1970.0,4.0,22,NA,NA,NA,197004.0,16.22842212224567,2,197002.0,123.69488802703464
1970-04-23,83.040001,-1.4703462724436456,13.143624670857513,NA,1970.0,4.0,23,NA,NA,NA,197004.0,16.22842212224567,2,197002.0,123.69488802703464
1970-04-24,82.769997,-0.32567908076801544,11.96908165481181,NA,1970.0,4.0,24,NA,NA,NA,197004.0,16.22842212224567,2,197002.0,123.69488802703464
1970-04-27,81.459999,-1.5953550707984654,10.457535779672932,NA,1970.0,4.0,27,NA,NA,NA,197004.0,16.22842212224567,2,197002.0,123.69488802703464
1970-04-28,80.269997,-1.4716175174680934,12.595319806710906,NA,1970.0,4.0,28,NA,NA,NA,197004.0,16.22842212224567,2,197002.0,123.69488802703464
1970-04-29,81.809998,1.9003546309095398,16.102318373430272,NA,1970.0,4.0,29,NA,NA,NA,197004.0,16.22842212224567,2,197002.0,123.69488802703464
1970-04-30,81.519997,-0.35511089650333005,16.22842212224567,NA,1970.0,4.0,30,NA,NA,NA,197004.0,16.22842212224567,2,197002.0,123.69488802703464
1970-05-01,81.440002,-0.0981774753515019,15.998245652520568,NA,1970.0,5.0,1,NA,NA,NA,197005.0,80.72744084941905,2,197002.0,123.69488802703464
1970-05-04,79.370003,-2.574607645972904,22.529909858401023,NA,1970.0,5.0,4,NA,NA,NA,197005.0,80.72744084941905,2,197002.0,123.69488802703464
1970-05-05,78.599998,-0.9748826910572106,23.280960500878194,NA,1970.0,5.0,5,NA,NA,NA,197005.0,80.72744084941905,2,197002.0,123.69488802703464
1970-05-06,79.470001,1.1007930545584799,23.992476791176905,NA,1970.0,5.0,6,NA,NA,NA,197005.0,80.72744084941905,2,197002.0,123.69488802703464
1970-05-07,79.830002,0.4519794175492642,24.123449079012673,NA,1970.0,5.0,7,NA,NA,NA,197005.0,80.72744084941905,2,197002.0,123.69488802703464
1970-05-08,79.440002,-0.4897353797794324,24.362140932472514,NA,1970.0,5.0,8,NA,NA,NA,197005.0,80.72744084941905,2,197002.0,123.69488802703464
1970-05-11,78.599998,-1.0630370923283117,25.490146315747836,NA,1970.0,5.0,11,NA,NA,NA,197005.0,80.72744084941905,2,197002.0,123.69488802703464
1970-05-12,77.849998,-0.9587801400290807,26.30174857873088,NA,1970.0,5.0,12,NA,NA,NA,197005.0,80.72744084941905,2,197002.0,123.69488802703464
1970-05-13,76.529999,-1.7101064834518453,28.76070008377787,NA,1970.0,5.0,13,NA,NA,NA,197005.0,80.72744084941905,2,197002.0,123.69488802703464
1970-05-14,75.440002,-1.4345142918721798,30.079866038221486,NA,1970.0,5.0,14,NA,NA,NA,197005.0,80.72744084941905,2,197002.0,123.69488802703464
1970-05-15,76.900002,1.9168237683063971,33.720110693271515,NA,1970.0,5.0,15,NA,NA,NA,197005.0,80.72744084941905,2,197002.0,123.69488802703464
1970-05-18,76.959999,0.07798908442877561,32.75617656130528,NA,1970.0,5.0,18,NA,NA,NA,197005.0,80.72744084941905,2,197002.0,123.69488802703464
1970-05-19,75.459999,-1.9683092079578302,36.57047815207187,NA,1970.0,5.0,19,NA,NA,NA,197005.0,80.72744084941905,2,197002.0,123.69488802703464
1970-05-20,73.519997,-2.6045264041901994,43.31921875565337,NA,1970.0,5.0,20,NA,NA,NA,197005.0,80.72744084941905,2,197002.0,123.69488802703464
1970-05-21,72.160004,-1.8671506055468967,46.52913353261558,NA,1970.0,5.0,21,NA,NA,NA,197005.0,80.72744084941905,2,197002.0,123.69488802703464
1970-05-22,72.25,0.1246395805802436,44.83224715800727,NA,1970.0,5.0,22,NA,NA,NA,197005.0,80.72744084941905,2,197002.0,123.69488802703464
1970-05-25,70.25,-2.8072018778686036,50.55071138022736,NA,1970.0,5.0,25,NA,NA,NA,197005.0,80.72744084941905,2,197002.0,123.69488802703464
1970-05-26,69.290001,-1.375969814246858,52.337937446295996,NA,1970.0,5.0,26,NA,NA,NA,197005.0,80.72744084941905,2,197002.0,123.69488802703464
1970-05-27,72.769997,4.900313106182708,73.80584818299964,NA,1970.0,5.0,27,NA,NA,NA,197005.0,80.72744084941905,2,197002.0,123.69488802703464
1970-05-28,74.610001,2.4970818753238255,77.87560795735143,NA,1970.0,5.0,28,NA,NA,NA,197005.0,80.72744084941905,2,197002.0,123.69488802703464
1970-05-29,76.550003,2.5669601407311227,80.85354459823445,NA,1970.0,5.0,29,NA,NA,NA,197005.0,80.72744084941905,2,197002.0,123.69488802703464
1970-06-01,77.839996,1.6711225196523571,83.5200913251083,NA,1970.0,6.0,1,NA,NA,NA,197006.0,26.739025055369922,2,197002.0,123.69488802703464
1970-06-02,77.839996,0.0,83.5104525084419,NA,1970.0,6.0,2,NA,NA,NA,197006.0,26.739025055369922,2,197002.0,123.69488802703464
1970-06-03,78.519997,0.8697944711146377,77.63839039972135,NA,1970.0,6.0,3,NA,NA,NA,197006.0,26.739025055369922,2,197002.0,123.69488802703464
1970-06-04,77.360001,-1.4883467129817696,78.90317007644204,NA,1970.0,6.0,4,NA,NA,NA,197006.0,26.739025055369922,2,197002.0,123.69488802703464
1970-06-05,76.169998,-1.5502205943976222,80.09460861877237,NA,1970.0,6.0,5,NA,NA,NA,197006.0,26.739025055369922,2,197002.0,123.69488802703464
1970-06-08,76.290001,0.15742230823763137,79.91510500801506,NA,1970.0,6.0,8,NA,NA,NA,197006.0,26.739025055369922,2,197002.0,123.69488802703464
1970-06-09,76.25,-0.05244657224947602,79.67801490874808,NA,1970.0,6.0,9,NA,NA,NA,197006.0,26.739025055369922,2,197002.0,123.69488802703464
1970-06-10,75.480003,-1.0149655241544764,79.57812206430441,NA,1970.0,6.0,10,NA,NA,NA,197006.0,26.739025055369922,2,197002.0,123.69488802703464
1970-06-11,74.449997,-1.3740041411459458,80.54675008727644,NA,1970.0,6.0,11,NA,NA,NA,197006.0,26.739025055369922,2,197002.0,123.69488802703464
1970-06-12,73.879997,-0.7685604109867405,78.2129710078685,NA,1970.0,6.0,12,NA,NA,NA,197006.0,26.739025055369922,2,197002.0,123.69488802703464
1970-06-15,74.580002,0.9430286842865954,77.04444285367028,NA,1970.0,6.0,15,NA,NA,NA,197006.0,26.739025055369922,2,197002.0,123.69488802703464
